date,amount,category,merchant,description
2025-05-23,1398.77,Groceries,Zepto,Groceries - Zepto
2025-05-23,934.42,Transport,Rapido,Transport - Rapido
2025-05-23,3047.79,Utilities,Home Maintenance,Utilities - Home Maintenance
2025-05-23,585.28,Food,Zomato,Food - Zomato
2025-05-23,3704.33,Other,Transfer,Other - Transfer
2025-05-23,948.19,Entertainment,Netflix,Entertainment - Netflix
2025-05-23,567.19,Food,Pizza Hut,Food - Pizza Hut
2025-05-24,1752.74,Groceries,Blinkit,Groceries - Blinkit
2025-05-24,739.53,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2025-05-24,1240.15,Groceries,DMart,Groceries - DMart
2025-05-24,1469.27,Food,KFC,Food - KFC
2025-05-25,1586.96,Groceries,Zepto,Groceries - Zepto
2025-05-25,1467.4,Groceries,DMart,Groceries - DMart
2025-05-25,1925.5,Investments,Groww,Investments - Groww
2025-05-25,2071.69,Shopping,Ajio,Shopping - Ajio
2025-05-25,1086.34,Transport,Uber,Transport - Uber
2025-05-25,2637.21,Other,Miscellaneous,Other - Miscellaneous
2025-05-25,427.19,Transport,IRCTC,Transport - IRCTC
2025-05-25,697.06,Food,KFC,Food - KFC
2025-05-25,935.77,Entertainment,BookMyShow,Entertainment - BookMyShow
2025-05-25,1729.63,Personal Care,Salon,Personal Care - Salon
2025-05-26,1235.96,Bills,Gas Connection,Bills - Gas Connection
2025-05-26,1271.39,Food,Local Restaurant,Food - Local Restaurant
2025-05-26,1847.99,Bills,Water Board,Bills - Water Board
2025-05-26,481.38,Transport,Uber,Transport - Uber
2025-05-26,200.86,Food,Starbucks,Food - Starbucks
2025-05-26,412.09,Food,McDonald's,Food - McDonald's
2025-05-26,406.75,Groceries,Local Grocery,Groceries - Local Grocery
2025-05-26,1002.33,Transport,Petrol Pump,Transport - Petrol Pump
2025-05-27,2144.22,Bills,Electricity Board,Bills - Electricity Board
2025-05-27,1776.81,Groceries,BigBasket,Groceries - BigBasket
2025-05-27,1259.17,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-05-27,436.6,Transport,IRCTC,Transport - IRCTC
2025-05-27,712.97,Entertainment,Spotify,Entertainment - Spotify
2025-05-27,472.43,Food,Street Food,Food - Street Food
2025-05-28,947.85,Groceries,DMart,Groceries - DMart
2025-05-28,1278.43,Food,KFC,Food - KFC
2025-05-28,1235.84,Personal Care,Body Shop,Personal Care - Body Shop
2025-05-28,1022.9,Groceries,Local Grocery,Groceries - Local Grocery
2025-05-28,1780.64,Subscriptions,LinkedIn Premium,Subscriptions - LinkedIn Premium
2025-05-28,547.12,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-05-29,440.2,Food,Street Food,Food - Street Food
2025-05-29,2081.02,Other,Transfer,Other - Transfer
2025-05-29,878.83,Transport,Uber,Transport - Uber
2025-05-29,1025.85,Groceries,Local Grocery,Groceries - Local Grocery
2025-05-29,4111.62,Bills,Vi,Bills - Vi
2025-05-29,841.63,Transport,Indian Railways,Transport - Indian Railways
2025-05-30,3337.2,Shopping,DMart,Shopping - DMart
2025-05-30,1480.88,Shopping,Croma,Shopping - Croma
2025-05-30,809.44,Other,UPI Payment,Other - UPI Payment
2025-05-30,578.03,Food,KFC,Food - KFC
2025-05-30,4613.89,Shopping,Flipkart,Shopping - Flipkart
2025-05-30,2343.66,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-05-31,464.63,Transport,Petrol Pump,Transport - Petrol Pump
2025-05-31,1979.17,Other,UPI Payment,Other - UPI Payment
2025-05-31,1198.6,Bills,BSNL,Bills - BSNL
2025-05-31,437.96,Transport,IRCTC,Transport - IRCTC
2025-05-31,2358.68,Bills,Water Board,Bills - Water Board
2025-05-31,588.92,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2025-05-31,1231.12,Entertainment,BookMyShow,Entertainment - BookMyShow
2025-05-31,2520.41,Other,UPI Payment,Other - UPI Payment
2025-05-31,254.07,Transport,Rapido,Transport - Rapido
2025-05-31,427.19,Utilities,Water Purifier Service,Utilities - Water Purifier Service
2025-05-31,586.14,Food,Subway,Food - Subway
2025-05-31,235.61,Food,Local Restaurant,Food - Local Restaurant
2025-06-01,484.07,Transport,IRCTC,Transport - IRCTC
2025-06-01,970.58,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-06-01,784.25,Food,Street Food,Food - Street Food
2025-06-01,923.29,Food,McDonald's,Food - McDonald's
2025-06-01,6346.38,Shopping,Reliance Digital,Shopping - Reliance Digital
2025-06-01,8919.13,Travel,AirBnB,Travel - AirBnB
2025-06-01,2314.43,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-06-01,513.35,Food,Swiggy,Food - Swiggy
2025-06-01,458.94,Food,Starbucks,Food - Starbucks
2025-06-01,859.83,Healthcare,PharmEasy,Healthcare - PharmEasy
2025-06-01,1832.77,Investments,Groww,Investments - Groww
2025-06-01,317.59,Transport,IRCTC,Transport - IRCTC
2025-06-01,607.31,Food,Barbeque Nation,Food - Barbeque Nation
2025-06-01,1624.32,Other,UPI Payment,Other - UPI Payment
2025-06-01,1515.98,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-06-01,1204.63,Shopping,Croma,Shopping - Croma
2025-06-01,6412.26,Groceries,JioMart,Groceries - JioMart
2025-06-02,380.92,Transport,Toll Plaza,Transport - Toll Plaza
2025-06-02,1697.49,Groceries,JioMart,Groceries - JioMart
2025-06-02,1739.68,Other,Miscellaneous,Other - Miscellaneous
2025-06-02,1776.78,Shopping,Lifestyle,Shopping - Lifestyle
2025-06-02,1222.67,Personal Care,Body Shop,Personal Care - Body Shop
2025-06-02,2939.64,Travel,Travel Agent,Travel - Travel Agent
2025-06-02,6055.75,Investments,PPF,Investments - PPF
2025-06-02,3349.19,Groceries,Blinkit,Groceries - Blinkit
2025-06-03,513.28,Food,Local Restaurant,Food - Local Restaurant
2025-06-03,1539.76,Groceries,BigBasket,Groceries - BigBasket
2025-06-03,269.68,Food,Starbucks,Food - Starbucks
2025-06-03,2780.35,Groceries,Local Grocery,Groceries - Local Grocery
2025-06-03,768.63,Food,Local Restaurant,Food - Local Restaurant
2025-06-03,819.75,Utilities,Home Maintenance,Utilities - Home Maintenance
2025-06-03,2028.85,Healthcare,Dr. Consultation,Healthcare - Dr. Consultation
2025-06-03,2938.61,Shopping,Croma,Shopping - Croma
2025-06-03,1027.91,Transport,Ola,Transport - Ola
2025-06-03,1236.65,Utilities,Water Purifier Service,Utilities - Water Purifier Service
2025-06-03,1771.78,Subscriptions,News Subscription,Subscriptions - News Subscription
2025-06-03,408.03,Food,Starbucks,Food - Starbucks
2025-06-03,807.56,Healthcare,1mg,Healthcare - 1mg
2025-06-03,540.72,Groceries,DMart,Groceries - DMart
2025-06-03,289.71,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2025-06-03,541.03,Entertainment,Hotstar,Entertainment - Hotstar
2025-06-03,662.93,Transport,Uber,Transport - Uber
2025-06-03,866.72,Groceries,BigBasket,Groceries - BigBasket
2025-06-04,648.6,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2025-06-04,4319.85,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-06-04,260.78,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-06-04,292.61,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2025-06-04,9707.24,Education,Unacademy,Education - Unacademy
2025-06-04,1336.43,Utilities,Plumber,Utilities - Plumber
2025-06-04,819.36,Subscriptions,News Subscription,Subscriptions - News Subscription
2025-06-04,7481.96,Investments,Fixed Deposit,Investments - Fixed Deposit
2025-06-04,423.09,Food,Domino's,Food - Domino's
2025-06-04,613.13,Food,Street Food,Food - Street Food
2025-06-04,1009.44,Bills,Gas Connection,Bills - Gas Connection
2025-06-04,372.29,Transport,Toll Plaza,Transport - Toll Plaza
2025-06-04,357.38,Subscriptions,Antivirus,Subscriptions - Antivirus
2025-06-04,1499.95,Groceries,Blinkit,Groceries - Blinkit
2025-06-05,2300.27,Shopping,Myntra,Shopping - Myntra
2025-06-05,1135.87,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-06-05,1170.69,Food,Street Food,Food - Street Food
2025-06-05,519.66,Food,Swiggy,Food - Swiggy
2025-06-05,3077.06,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2025-06-05,1473.58,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2025-06-05,588.76,Food,Barbeque Nation,Food - Barbeque Nation
2025-06-05,1318.67,Groceries,BigBasket,Groceries - BigBasket
2025-06-05,806.65,Subscriptions,Antivirus,Subscriptions - Antivirus
2025-06-05,568.29,Food,Domino's,Food - Domino's
2025-06-05,2185.24,Groceries,Blinkit,Groceries - Blinkit
2025-06-05,1342.1,Gifts,Ferns N Petals,Gifts - Ferns N Petals
2025-06-05,914.91,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-06-05,428.98,Transport,Uber,Transport - Uber
2025-06-05,11549.63,Travel,Hotel,Travel - Hotel
2025-06-06,1625.9,Shopping,Ajio,Shopping - Ajio
2025-06-06,3938.28,Education,Coaching Center,Education - Coaching Center
2025-06-06,644.02,Personal Care,Salon,Personal Care - Salon
2025-06-06,857.76,Food,Pizza Hut,Food - Pizza Hut
2025-06-06,3445.15,Healthcare,1mg,Healthcare - 1mg
2025-06-07,1772.88,Education,Coaching Center,Education - Coaching Center
2025-06-07,603.87,Food,Pizza Hut,Food - Pizza Hut
2025-06-07,720.02,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-06-07,567.1,Groceries,Local Grocery,Groceries - Local Grocery
2025-06-07,1717.17,Groceries,Local Grocery,Groceries - Local Grocery
2025-06-07,1159.91,Education,Stationery Shop,Education - Stationery Shop
2025-06-07,245.86,Transport,Indian Railways,Transport - Indian Railways
2025-06-08,874.5,Bills,Internet Provider,Bills - Internet Provider
2025-06-08,442.97,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-06-08,1303.6,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2025-06-08,1523.65,Personal Care,Laundry,Personal Care - Laundry
2025-06-08,1229.14,Transport,Parking,Transport - Parking
2025-06-08,603.44,Transport,IRCTC,Transport - IRCTC
2025-06-08,3906.36,Groceries,DMart,Groceries - DMart
2025-06-08,3614.13,Shopping,Lifestyle,Shopping - Lifestyle
2025-06-08,1077.85,Other,Transfer,Other - Transfer
2025-06-09,1026.36,Food,McDonald's,Food - McDonald's
2025-06-09,540.15,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-06-09,941.82,Groceries,JioMart,Groceries - JioMart
2025-06-09,230.09,Food,Starbucks,Food - Starbucks
2025-06-09,1571.32,Other,Miscellaneous,Other - Miscellaneous
2025-06-09,6868.23,Travel,Travel Agent,Travel - Travel Agent
2025-06-09,1072.61,Bills,BSNL,Bills - BSNL
2025-06-10,5204.58,Travel,Travel Agent,Travel - Travel Agent
2025-06-10,544.51,Utilities,Electrician,Utilities - Electrician
2025-06-10,403.58,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-06-10,485.72,Food,Local Restaurant,Food - Local Restaurant
2025-06-10,867.71,Transport,Metro Card,Transport - Metro Card
2025-06-10,1850.32,Entertainment,BookMyShow,Entertainment - BookMyShow
2025-06-10,886.0,Bills,Internet Provider,Bills - Internet Provider
2025-06-10,6973.41,Investments,Zerodha,Investments - Zerodha
2025-06-10,929.28,Personal Care,Laundry,Personal Care - Laundry
2025-06-10,373.43,Food,Starbucks,Food - Starbucks
2025-06-10,1666.26,Personal Care,Spa,Personal Care - Spa
2025-06-10,1235.72,Personal Care,Nykaa,Personal Care - Nykaa
2025-06-10,821.9,Transport,Indian Railways,Transport - Indian Railways
2025-06-11,276.93,Food,KFC,Food - KFC
2025-06-11,2921.07,Other,UPI Payment,Other - UPI Payment
2025-06-11,1099.04,Groceries,BigBasket,Groceries - BigBasket
2025-06-11,1026.57,Personal Care,Spa,Personal Care - Spa
2025-06-11,21091.94,Investments,Groww,Investments - Groww
2025-06-12,1342.61,Bills,Vi,Bills - Vi
2025-06-12,522.9,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2025-06-12,283.12,Food,Street Food,Food - Street Food
2025-06-12,599.39,Food,McDonald's,Food - McDonald's
2025-06-12,2527.31,Shopping,Ajio,Shopping - Ajio
2025-06-12,143.69,Transport,Ola,Transport - Ola
2025-06-12,538.44,Food,Subway,Food - Subway
2025-06-12,1611.35,Groceries,JioMart,Groceries - JioMart
2025-06-12,647.76,Groceries,Zepto,Groceries - Zepto
2025-06-12,329.54,Food,Haldirams,Food - Haldirams
2025-06-12,1468.27,Other,Transfer,Other - Transfer
2025-06-12,350.8,Food,Subway,Food - Subway
2025-06-12,378.63,Food,Swiggy,Food - Swiggy
2025-06-13,1239.69,Groceries,Blinkit,Groceries - Blinkit
2025-06-13,1052.38,Other,Transfer,Other - Transfer
2025-06-13,1941.06,Groceries,Local Grocery,Groceries - Local Grocery
2025-06-13,925.61,Bills,Electricity Board,Bills - Electricity Board
2025-06-13,837.74,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-06-13,1909.05,Shopping,DMart,Shopping - DMart
2025-06-13,1369.77,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-06-14,824.58,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2025-06-14,1143.83,Bills,Water Board,Bills - Water Board
2025-06-14,930.71,Food,Starbucks,Food - Starbucks
2025-06-14,405.93,Food,Barbeque Nation,Food - Barbeque Nation
2025-06-14,558.44,Healthcare,Hospital,Healthcare - Hospital
2025-06-14,903.91,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2025-06-14,1896.68,Shopping,DMart,Shopping - DMart
2025-06-14,417.84,Transport,Parking,Transport - Parking
2025-06-14,466.73,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-06-14,756.15,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2025-06-14,3971.24,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-06-14,1680.28,Other,Miscellaneous,Other - Miscellaneous
2025-06-14,1481.76,Utilities,AC Repair,Utilities - AC Repair
2025-06-15,4248.05,Travel,AirBnB,Travel - AirBnB
2025-06-15,578.38,Food,Pizza Hut,Food - Pizza Hut
2025-06-15,2339.67,Groceries,BigBasket,Groceries - BigBasket
2025-06-15,1694.87,Groceries,JioMart,Groceries - JioMart
2025-06-15,2201.38,Groceries,Zepto,Groceries - Zepto
2025-06-15,333.2,Food,Local Restaurant,Food - Local Restaurant
2025-06-15,1522.99,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-06-15,1112.99,Bills,Gas Connection,Bills - Gas Connection
2025-06-15,632.34,Food,Street Food,Food - Street Food
2025-06-16,311.31,Food,McDonald's,Food - McDonald's
2025-06-16,1165.87,Transport,Toll Plaza,Transport - Toll Plaza
2025-06-16,884.81,Entertainment,Hotstar,Entertainment - Hotstar
2025-06-16,829.6,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-06-16,535.56,Food,Haldirams,Food - Haldirams
2025-06-16,652.79,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2025-06-16,825.0,Transport,IRCTC,Transport - IRCTC
2025-06-16,1212.96,Entertainment,Netflix,Entertainment - Netflix
2025-06-16,535.19,Food,Zomato,Food - Zomato
2025-06-16,585.45,Utilities,Home Maintenance,Utilities - Home Maintenance
2025-06-16,918.82,Groceries,JioMart,Groceries - JioMart
2025-06-16,1544.52,Other,Miscellaneous,Other - Miscellaneous
2025-06-17,3136.87,Other,Transfer,Other - Transfer
2025-06-17,728.82,Transport,Indian Railways,Transport - Indian Railways
2025-06-17,4567.95,Investments,Groww,Investments - Groww
2025-06-17,1296.3,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-06-17,3286.7,Shopping,Croma,Shopping - Croma
2025-06-17,655.68,Transport,Indian Railways,Transport - Indian Railways
2025-06-17,516.6,Food,Barbeque Nation,Food - Barbeque Nation
2025-06-17,1132.85,Groceries,JioMart,Groceries - JioMart
2025-06-17,709.02,Transport,Petrol Pump,Transport - Petrol Pump
2025-06-17,5311.19,Travel,Travel Agent,Travel - Travel Agent
2025-06-17,9348.66,Investments,Mutual Fund,Investments - Mutual Fund
2025-06-18,818.89,Groceries,Zepto,Groceries - Zepto
2025-06-18,553.24,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2025-06-18,1967.41,Healthcare,Hospital,Healthcare - Hospital
2025-06-18,1445.17,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-06-18,1178.29,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-06-18,943.98,Subscriptions,LinkedIn Premium,Subscriptions - LinkedIn Premium
2025-06-18,2205.38,Travel,Booking.com,Travel - Booking.com
2025-06-18,3885.37,Groceries,Blinkit,Groceries - Blinkit
2025-06-18,2670.86,Bills,Jio,Bills - Jio
2025-06-18,1506.44,Transport,Uber,Transport - Uber
2025-06-19,1270.24,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2025-06-19,410.27,Food,Domino's,Food - Domino's
2025-06-19,603.05,Transport,Metro Card,Transport - Metro Card
2025-06-19,2342.0,Groceries,DMart,Groceries - DMart
2025-06-19,376.39,Food,Swiggy,Food - Swiggy
2025-06-19,2192.82,Healthcare,Dr. Consultation,Healthcare - Dr. Consultation
2025-06-19,958.42,Food,McDonald's,Food - McDonald's
2025-06-19,723.6,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2025-06-19,962.41,Food,McDonald's,Food - McDonald's
2025-06-19,450.45,Utilities,Plumber,Utilities - Plumber
2025-06-19,267.44,Food,Local Restaurant,Food - Local Restaurant
2025-06-19,404.73,Transport,Ola,Transport - Ola
2025-06-19,431.69,Groceries,Local Grocery,Groceries - Local Grocery
2025-06-19,397.72,Personal Care,Spa,Personal Care - Spa
2025-06-20,963.56,Food,Pizza Hut,Food - Pizza Hut
2025-06-20,2204.03,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-06-20,349.16,Food,Starbucks,Food - Starbucks
2025-06-20,9167.72,Education,Coaching Center,Education - Coaching Center
2025-06-20,401.03,Food,KFC,Food - KFC
2025-06-20,7684.62,Education,Coursera,Education - Coursera
2025-06-20,3159.21,Groceries,Local Grocery,Groceries - Local Grocery
2025-06-20,899.98,Groceries,Local Grocery,Groceries - Local Grocery
2025-06-20,7034.26,Travel,Resort,Travel - Resort
2025-06-21,1056.12,Food,Street Food,Food - Street Food
2025-06-21,1066.84,Groceries,BigBasket,Groceries - BigBasket
2025-06-21,209.15,Utilities,Water Purifier Service,Utilities - Water Purifier Service
2025-06-21,902.23,Food,Starbucks,Food - Starbucks
2025-06-21,279.64,Transport,Ola,Transport - Ola
2025-06-21,398.43,Transport,Uber,Transport - Uber
2025-06-21,1665.86,Education,Book Store,Education - Book Store
2025-06-21,4595.2,Shopping,DMart,Shopping - DMart
2025-06-21,1239.28,Groceries,JioMart,Groceries - JioMart
2025-06-21,3925.39,Shopping,Ajio,Shopping - Ajio
2025-06-22,809.56,Education,Udemy,Education - Udemy
2025-06-22,1124.43,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2025-06-22,327.42,Transport,Ola,Transport - Ola
2025-06-22,1835.4,Bills,BSNL,Bills - BSNL
2025-06-22,714.53,Transport,Ola,Transport - Ola
2025-06-22,6749.03,Travel,Travel Agent,Travel - Travel Agent
2025-06-22,549.14,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-06-22,2501.25,Bills,Electricity Board,Bills - Electricity Board
2025-06-22,669.98,Food,KFC,Food - KFC
2025-06-22,1032.84,Bills,Gas Connection,Bills - Gas Connection
2025-06-22,5401.75,Shopping,Croma,Shopping - Croma
2025-06-22,891.99,Food,Zomato,Food - Zomato
2025-06-22,1798.57,Groceries,Local Grocery,Groceries - Local Grocery
2025-06-22,1108.07,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-06-23,285.39,Food,KFC,Food - KFC
2025-06-23,389.78,Transport,Uber,Transport - Uber
2025-06-23,1024.85,Gifts,Archies,Gifts - Archies
2025-06-23,1891.03,Shopping,Flipkart,Shopping - Flipkart
2025-06-23,461.75,Food,Subway,Food - Subway
2025-06-23,1641.33,Gifts,Amazon Gift,Gifts - Amazon Gift
2025-06-23,1397.45,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-06-23,712.5,Entertainment,Hotstar,Entertainment - Hotstar
2025-06-23,1598.29,Healthcare,Hospital,Healthcare - Hospital
2025-06-23,5822.2,Investments,Groww,Investments - Groww
2025-06-23,450.25,Transport,Parking,Transport - Parking
2025-06-23,705.97,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-06-23,2031.54,Healthcare,PharmEasy,Healthcare - PharmEasy
2025-06-23,2560.39,Shopping,Lifestyle,Shopping - Lifestyle
2025-06-23,749.34,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-06-23,375.65,Food,Pizza Hut,Food - Pizza Hut
2025-06-24,354.65,Food,Subway,Food - Subway
2025-06-24,802.24,Personal Care,Laundry,Personal Care - Laundry
2025-06-24,1327.33,Groceries,Local Grocery,Groceries - Local Grocery
2025-06-24,1468.06,Healthcare,PharmEasy,Healthcare - PharmEasy
2025-06-24,1030.64,Bills,Water Board,Bills - Water Board
2025-06-24,371.61,Food,Domino's,Food - Domino's
2025-06-24,6720.52,Shopping,Flipkart,Shopping - Flipkart
2025-06-24,862.12,Groceries,Zepto,Groceries - Zepto
2025-06-24,1618.62,Bills,Internet Provider,Bills - Internet Provider
2025-06-24,903.02,Utilities,Electrician,Utilities - Electrician
2025-06-25,803.74,Personal Care,Grooming Products,Personal Care - Grooming Products
